"","date","hits","teams"
"3464",2007-11-01,"5","New York Yankees"
"3465",2007-12-01,"5","New York Yankees"
"3466",2008-01-01,"4","New York Yankees"
"3467",2008-02-01,"4","New York Yankees"
"3468",2008-03-01,"7","New York Yankees"
"3469",2008-04-01,"10","New York Yankees"
"3470",2008-05-01,"8","New York Yankees"
"3471",2008-06-01,"8","New York Yankees"
"3472",2008-07-01,"10","New York Yankees"
"3473",2008-08-01,"7","New York Yankees"
"3474",2008-09-01,"6","New York Yankees"
"3475",2008-10-01,"3","New York Yankees"
"3476",2008-11-01,"3","New York Yankees"
"3477",2008-12-01,"5","New York Yankees"
"3478",2009-01-01,"4","New York Yankees"
"3479",2009-02-01,"4","New York Yankees"
"3480",2009-03-01,"5","New York Yankees"
"3481",2009-04-01,"10","New York Yankees"
"3482",2009-05-01,"8","New York Yankees"
"3483",2009-06-01,"8","New York Yankees"
"3484",2009-07-01,"8","New York Yankees"
"3485",2009-08-01,"9","New York Yankees"
"3486",2009-09-01,"9","New York Yankees"
"3487",2009-10-01,"21","New York Yankees"
"3488",2009-11-01,"16","New York Yankees"
"3489",2009-12-01,"5","New York Yankees"
"3490",2010-01-01,"3","New York Yankees"
"3491",2010-02-01,"3","New York Yankees"
"3492",2010-03-01,"5","New York Yankees"
"3493",2010-04-01,"10","New York Yankees"
"3494",2010-05-01,"9","New York Yankees"
"3495",2010-06-01,"8","New York Yankees"
"3496",2010-07-01,"9","New York Yankees"
"3497",2010-08-01,"8","New York Yankees"
"3498",2010-09-01,"8","New York Yankees"
"3499",2010-10-01,"16","New York Yankees"
"3500",2010-11-01,"3","New York Yankees"
"3501",2010-12-01,"4","New York Yankees"
"3502",2011-01-01,"3","New York Yankees"
"3503",2011-02-01,"4","New York Yankees"
"3504",2011-03-01,"6","New York Yankees"
"3505",2011-04-01,"11","New York Yankees"
"3506",2011-05-01,"9","New York Yankees"
"3507",2011-06-01,"9","New York Yankees"
"3508",2011-07-01,"9","New York Yankees"
"3509",2011-08-01,"9","New York Yankees"
"3510",2011-09-01,"10","New York Yankees"
"3511",2011-10-01,"9","New York Yankees"
"3512",2011-11-01,"3","New York Yankees"
"3513",2011-12-01,"3","New York Yankees"
"3514",2012-01-01,"3","New York Yankees"
"3515",2012-02-01,"4","New York Yankees"
"3516",2012-03-01,"5","New York Yankees"
"3517",2012-04-01,"10","New York Yankees"
"3518",2012-05-01,"8","New York Yankees"
"3519",2012-06-01,"9","New York Yankees"
"3520",2012-07-01,"9","New York Yankees"
"3521",2012-08-01,"7","New York Yankees"
"3522",2012-09-01,"9","New York Yankees"
"3523",2012-10-01,"17","New York Yankees"
"3524",2012-11-01,"2","New York Yankees"
"3525",2012-12-01,"3","New York Yankees"
"3526",2013-01-01,"2","New York Yankees"
"3527",2013-02-01,"3","New York Yankees"
"3528",2013-03-01,"4","New York Yankees"
"3529",2013-04-01,"9","New York Yankees"
"3530",2013-05-01,"7","New York Yankees"
"3531",2013-06-01,"7","New York Yankees"
"3532",2013-07-01,"8","New York Yankees"
"3533",2013-08-01,"8","New York Yankees"
"3534",2013-09-01,"8","New York Yankees"
"3535",2013-10-01,"3","New York Yankees"
"3536",2013-11-01,"2","New York Yankees"
"3537",2013-12-01,"5","New York Yankees"
"3538",2014-01-01,"3","New York Yankees"
"3539",2014-02-01,"4","New York Yankees"
"3540",2014-03-01,"4","New York Yankees"
"3541",2014-04-01,"11","New York Yankees"
"3542",2014-05-01,"8","New York Yankees"
"3543",2014-06-01,"7","New York Yankees"
"3544",2014-07-01,"8","New York Yankees"
"3545",2014-08-01,"7","New York Yankees"
"3546",2014-09-01,"8","New York Yankees"
"3547",2014-10-01,"2","New York Yankees"
"3548",2014-11-01,"2","New York Yankees"
"3549",2014-12-01,"3","New York Yankees"
"3550",2015-01-01,"3","New York Yankees"
"3551",2015-02-01,"3","New York Yankees"
"3552",2015-03-01,"4","New York Yankees"
"3553",2015-04-01,"9","New York Yankees"
"3554",2015-05-01,"8","New York Yankees"
"3555",2015-06-01,"8","New York Yankees"
"3556",2015-07-01,"9","New York Yankees"
"3557",2015-08-01,"11","New York Yankees"
"3558",2015-09-01,"10","New York Yankees"
"3559",2015-10-01,"6","New York Yankees"
"3560",2015-11-01,"2","New York Yankees"
"3561",2015-12-01,"3","New York Yankees"
"3562",2016-01-01,"3","New York Yankees"
"3563",2016-02-01,"3","New York Yankees"
"3564",2016-03-01,"4","New York Yankees"
"3565",2016-04-01,"9","New York Yankees"
"3566",2016-05-01,"8","New York Yankees"
"3567",2016-06-01,"8","New York Yankees"
"3568",2016-07-01,"9","New York Yankees"
"3569",2016-08-01,"9","New York Yankees"
"3570",2016-09-01,"8","New York Yankees"
"3571",2016-10-01,"3","New York Yankees"
"3572",2016-11-01,"3","New York Yankees"
"3573",2016-12-01,"4","New York Yankees"
"3574",2017-01-01,"2","New York Yankees"
"3575",2017-02-01,"3","New York Yankees"
"3576",2017-03-01,"4","New York Yankees"
"3577",2017-04-01,"11","New York Yankees"
"3578",2017-05-01,"13","New York Yankees"
"3579",2017-06-01,"13","New York Yankees"
"3580",2017-07-01,"16","New York Yankees"
"3581",2017-08-01,"15","New York Yankees"
"3582",2017-09-01,"15","New York Yankees"
"3583",2017-10-01,"49","New York Yankees"
"3584",2017-11-01,"4","New York Yankees"
"3585",2017-12-01,"8","New York Yankees"
"3586",2018-01-01,"5","New York Yankees"
"3587",2018-02-01,"6","New York Yankees"
"3588",2018-03-01,"8","New York Yankees"
"3589",2018-04-01,"18","New York Yankees"
"3590",2018-05-01,"21","New York Yankees"
"3591",2018-06-01,"19","New York Yankees"
"3592",2018-07-01,"21","New York Yankees"
"3593",2018-08-01,"19","New York Yankees"
"3594",2018-09-01,"16","New York Yankees"
"3595",2018-10-01,"19","New York Yankees"
"3596",2018-11-01,"5","New York Yankees"
"3597",2018-12-01,"8","New York Yankees"
"3598",2019-01-01,"7","New York Yankees"
"3599",2019-02-01,"7","New York Yankees"
"3600",2019-03-01,"9","New York Yankees"
"3601",2019-04-01,"15","New York Yankees"
"3602",2019-05-01,"16","New York Yankees"
"3603",2019-06-01,"21","New York Yankees"
"3604",2019-07-01,"20","New York Yankees"
"3605",2019-08-01,"21","New York Yankees"
"3606",2019-09-01,"17","New York Yankees"
"3607",2019-10-01,"40","New York Yankees"
"3608",2019-11-01,"4","New York Yankees"
"3609",2019-12-01,"6","New York Yankees"
"3610",2020-01-01,"4","New York Yankees"
"3611",2020-02-01,"5","New York Yankees"
"3612",2020-03-01,"4","New York Yankees"
"3613",2020-04-01,"3","New York Yankees"
"3614",2020-05-01,"2","New York Yankees"
"3615",2020-06-01,"2","New York Yankees"
"3616",2020-07-01,"3","New York Yankees"
"3617",2004-01-01,"<1","Tampa Bay Rays"
"3618",2004-02-01,"<1","Tampa Bay Rays"
"3619",2004-03-01,"1","Tampa Bay Rays"
"3620",2004-04-01,"1","Tampa Bay Rays"
"3621",2004-05-01,"1","Tampa Bay Rays"
"3622",2004-06-01,"1","Tampa Bay Rays"
"3623",2004-07-01,"1","Tampa Bay Rays"
"3624",2004-08-01,"<1","Tampa Bay Rays"
"3625",2004-09-01,"1","Tampa Bay Rays"
"3626",2004-10-01,"<1","Tampa Bay Rays"
"3627",2004-11-01,"<1","Tampa Bay Rays"
"3628",2004-12-01,"<1","Tampa Bay Rays"
"3629",2005-01-01,"<1","Tampa Bay Rays"
"3630",2005-02-01,"<1","Tampa Bay Rays"
"3631",2005-03-01,"1","Tampa Bay Rays"
"3632",2005-04-01,"1","Tampa Bay Rays"
"3633",2005-05-01,"1","Tampa Bay Rays"
"3634",2005-06-01,"1","Tampa Bay Rays"
"3635",2005-07-01,"1","Tampa Bay Rays"
"3636",2005-08-01,"1","Tampa Bay Rays"
"3637",2005-09-01,"<1","Tampa Bay Rays"
"3638",2005-10-01,"<1","Tampa Bay Rays"
"3639",2005-11-01,"<1","Tampa Bay Rays"
"3640",2005-12-01,"<1","Tampa Bay Rays"
"3641",2006-01-01,"<1","Tampa Bay Rays"
"3642",2006-02-01,"<1","Tampa Bay Rays"
"3643",2006-03-01,"1","Tampa Bay Rays"
"3644",2006-04-01,"1","Tampa Bay Rays"
"3645",2006-05-01,"1","Tampa Bay Rays"
"3646",2006-06-01,"1","Tampa Bay Rays"
"3647",2006-07-01,"1","Tampa Bay Rays"
"3648",2006-08-01,"1","Tampa Bay Rays"
"3649",2006-09-01,"1","Tampa Bay Rays"
"3650",2006-10-01,"<1","Tampa Bay Rays"
"3651",2006-11-01,"<1","Tampa Bay Rays"
"3652",2006-12-01,"<1","Tampa Bay Rays"
"3653",2007-01-01,"<1","Tampa Bay Rays"
"3654",2007-02-01,"<1","Tampa Bay Rays"
"3655",2007-03-01,"1","Tampa Bay Rays"
"3656",2007-04-01,"1","Tampa Bay Rays"
"3657",2007-05-01,"1","Tampa Bay Rays"
"3658",2007-06-01,"1","Tampa Bay Rays"
"3659",2007-07-01,"1","Tampa Bay Rays"
"3660",2007-08-01,"1","Tampa Bay Rays"
"3661",2007-09-01,"1","Tampa Bay Rays"
"3662",2007-10-01,"<1","Tampa Bay Rays"
"3663",2007-11-01,"1","Tampa Bay Rays"
"3664",2007-12-01,"<1","Tampa Bay Rays"
"3665",2008-01-01,"<1","Tampa Bay Rays"
"3666",2008-02-01,"1","Tampa Bay Rays"
"3667",2008-03-01,"1","Tampa Bay Rays"
"3668",2008-04-01,"1","Tampa Bay Rays"
"3669",2008-05-01,"1","Tampa Bay Rays"
"3670",2008-06-01,"2","Tampa Bay Rays"
"3671",2008-07-01,"2","Tampa Bay Rays"
"3672",2008-08-01,"2","Tampa Bay Rays"
"3673",2008-09-01,"2","Tampa Bay Rays"
"3674",2008-10-01,"7","Tampa Bay Rays"
"3675",2008-11-01,"<1","Tampa Bay Rays"
"3676",2008-12-01,"<1","Tampa Bay Rays"
"3677",2009-01-01,"<1","Tampa Bay Rays"
"3678",2009-02-01,"1","Tampa Bay Rays"
"3679",2009-03-01,"1","Tampa Bay Rays"
"3680",2009-04-01,"2","Tampa Bay Rays"
"3681",2009-05-01,"1","Tampa Bay Rays"
"3682",2009-06-01,"1","Tampa Bay Rays"
"3683",2009-07-01,"1","Tampa Bay Rays"
"3684",2009-08-01,"1","Tampa Bay Rays"
"3685",2009-09-01,"1","Tampa Bay Rays"
"3686",2009-10-01,"<1","Tampa Bay Rays"
"3687",2009-11-01,"<1","Tampa Bay Rays"
"3688",2009-12-01,"<1","Tampa Bay Rays"
"3689",2010-01-01,"<1","Tampa Bay Rays"
"3690",2010-02-01,"<1","Tampa Bay Rays"
"3691",2010-03-01,"1","Tampa Bay Rays"
"3692",2010-04-01,"2","Tampa Bay Rays"
"3693",2010-05-01,"2","Tampa Bay Rays"
"3694",2010-06-01,"1","Tampa Bay Rays"
"3695",2010-07-01,"2","Tampa Bay Rays"
"3696",2010-08-01,"2","Tampa Bay Rays"
"3697",2010-09-01,"2","Tampa Bay Rays"
"3698",2010-10-01,"2","Tampa Bay Rays"
"3699",2010-11-01,"<1","Tampa Bay Rays"
"3700",2010-12-01,"1","Tampa Bay Rays"
"3701",2011-01-01,"1","Tampa Bay Rays"
"3702",2011-02-01,"1","Tampa Bay Rays"
"3703",2011-03-01,"1","Tampa Bay Rays"
"3704",2011-04-01,"2","Tampa Bay Rays"
"3705",2011-05-01,"2","Tampa Bay Rays"
"3706",2011-06-01,"2","Tampa Bay Rays"
"3707",2011-07-01,"2","Tampa Bay Rays"
"3708",2011-08-01,"1","Tampa Bay Rays"
"3709",2011-09-01,"3","Tampa Bay Rays"
"3710",2011-10-01,"2","Tampa Bay Rays"
"3711",2011-11-01,"1","Tampa Bay Rays"
"3712",2011-12-01,"1","Tampa Bay Rays"
"3713",2012-01-01,"1","Tampa Bay Rays"
"3714",2012-02-01,"1","Tampa Bay Rays"
"3715",2012-03-01,"1","Tampa Bay Rays"
"3716",2012-04-01,"2","Tampa Bay Rays"
"3717",2012-05-01,"2","Tampa Bay Rays"
"3718",2012-06-01,"2","Tampa Bay Rays"
"3719",2012-07-01,"2","Tampa Bay Rays"
"3720",2012-08-01,"1","Tampa Bay Rays"
"3721",2012-09-01,"2","Tampa Bay Rays"
"3722",2012-10-01,"1","Tampa Bay Rays"
"3723",2012-11-01,"<1","Tampa Bay Rays"
"3724",2012-12-01,"1","Tampa Bay Rays"
"3725",2013-01-01,"<1","Tampa Bay Rays"
"3726",2013-02-01,"1","Tampa Bay Rays"
"3727",2013-03-01,"1","Tampa Bay Rays"
"3728",2013-04-01,"2","Tampa Bay Rays"
"3729",2013-05-01,"2","Tampa Bay Rays"
"3730",2013-06-01,"2","Tampa Bay Rays"
"3731",2013-07-01,"2","Tampa Bay Rays"
"3732",2013-08-01,"3","Tampa Bay Rays"
"3733",2013-09-01,"3","Tampa Bay Rays"
"3734",2013-10-01,"3","Tampa Bay Rays"
"3735",2013-11-01,"<1","Tampa Bay Rays"
"3736",2013-12-01,"<1","Tampa Bay Rays"
"3737",2014-01-01,"<1","Tampa Bay Rays"
"3738",2014-02-01,"1","Tampa Bay Rays"
"3739",2014-03-01,"1","Tampa Bay Rays"
"3740",2014-04-01,"2","Tampa Bay Rays"
"3741",2014-05-01,"2","Tampa Bay Rays"
"3742",2014-06-01,"2","Tampa Bay Rays"
"3743",2014-07-01,"2","Tampa Bay Rays"
"3744",2014-08-01,"2","Tampa Bay Rays"
"3745",2014-09-01,"1","Tampa Bay Rays"
"3746",2014-10-01,"<1","Tampa Bay Rays"
"3747",2014-11-01,"<1","Tampa Bay Rays"
"3748",2014-12-01,"<1","Tampa Bay Rays"
"3749",2015-01-01,"<1","Tampa Bay Rays"
"3750",2015-02-01,"<1","Tampa Bay Rays"
"3751",2015-03-01,"1","Tampa Bay Rays"
"3752",2015-04-01,"2","Tampa Bay Rays"
"3753",2015-05-01,"2","Tampa Bay Rays"
"3754",2015-06-01,"2","Tampa Bay Rays"
"3755",2015-07-01,"2","Tampa Bay Rays"
"3756",2015-08-01,"2","Tampa Bay Rays"
"3757",2015-09-01,"1","Tampa Bay Rays"
"3758",2015-10-01,"<1","Tampa Bay Rays"
"3759",2015-11-01,"<1","Tampa Bay Rays"
"3760",2015-12-01,"<1","Tampa Bay Rays"
"3761",2016-01-01,"<1","Tampa Bay Rays"
"3762",2016-02-01,"<1","Tampa Bay Rays"
"3763",2016-03-01,"1","Tampa Bay Rays"
"3764",2016-04-01,"2","Tampa Bay Rays"
"3765",2016-05-01,"2","Tampa Bay Rays"
"3766",2016-06-01,"2","Tampa Bay Rays"
"3767",2016-07-01,"1","Tampa Bay Rays"
"3768",2016-08-01,"1","Tampa Bay Rays"
"3769",2016-09-01,"1","Tampa Bay Rays"
"3770",2016-10-01,"1","Tampa Bay Rays"
"3771",2016-11-01,"<1","Tampa Bay Rays"
"3772",2016-12-01,"1","Tampa Bay Rays"
"3773",2017-01-01,"<1","Tampa Bay Rays"
"3774",2017-02-01,"1","Tampa Bay Rays"
"3775",2017-03-01,"1","Tampa Bay Rays"
"3776",2017-04-01,"2","Tampa Bay Rays"
"3777",2017-05-01,"2","Tampa Bay Rays"
"3778",2017-06-01,"2","Tampa Bay Rays"
"3779",2017-07-01,"2","Tampa Bay Rays"
"3780",2017-08-01,"2","Tampa Bay Rays"
"3781",2017-09-01,"1","Tampa Bay Rays"
"3782",2017-10-01,"<1","Tampa Bay Rays"
"3783",2017-11-01,"<1","Tampa Bay Rays"
"3784",2017-12-01,"1","Tampa Bay Rays"
"3785",2018-01-01,"<1","Tampa Bay Rays"
"3786",2018-02-01,"1","Tampa Bay Rays"
"3787",2018-03-01,"1","Tampa Bay Rays"
"3788",2018-04-01,"2","Tampa Bay Rays"
"3789",2018-05-01,"1","Tampa Bay Rays"
"3790",2018-06-01,"2","Tampa Bay Rays"
"3791",2018-07-01,"2","Tampa Bay Rays"
"3792",2018-08-01,"2","Tampa Bay Rays"
"3793",2018-09-01,"2","Tampa Bay Rays"
"3794",2018-10-01,"<1","Tampa Bay Rays"
"3795",2018-11-01,"<1","Tampa Bay Rays"
"3796",2018-12-01,"<1","Tampa Bay Rays"
"3797",2019-01-01,"<1","Tampa Bay Rays"
"3798",2019-02-01,"1","Tampa Bay Rays"
"3799",2019-03-01,"1","Tampa Bay Rays"
"3800",2019-04-01,"2","Tampa Bay Rays"
"3801",2019-05-01,"3","Tampa Bay Rays"
"3802",2019-06-01,"3","Tampa Bay Rays"
"3803",2019-07-01,"3","Tampa Bay Rays"
"3804",2019-08-01,"3","Tampa Bay Rays"
"3805",2019-09-01,"3","Tampa Bay Rays"
"3806",2019-10-01,"6","Tampa Bay Rays"
"3807",2019-11-01,"<1","Tampa Bay Rays"
"3808",2019-12-01,"<1","Tampa Bay Rays"
"3809",2020-01-01,"<1","Tampa Bay Rays"
"3810",2020-02-01,"1","Tampa Bay Rays"
"3811",2020-03-01,"1","Tampa Bay Rays"
"3812",2020-04-01,"<1","Tampa Bay Rays"
"3813",2020-05-01,"<1","Tampa Bay Rays"
"3814",2020-06-01,"<1","Tampa Bay Rays"
"3815",2020-07-01,"<1","Tampa Bay Rays"
"3816",2004-01-01,"<1","Toronto Blue Jays"
"3817",2004-02-01,"<1","Toronto Blue Jays"
"3818",2004-03-01,"<1","Toronto Blue Jays"
"3819",2004-04-01,"1","Toronto Blue Jays"
"3820",2004-05-01,"1","Toronto Blue Jays"
"3821",2004-06-01,"<1","Toronto Blue Jays"
"3822",2004-07-01,"1","Toronto Blue Jays"
"3823",2004-08-01,"<1","Toronto Blue Jays"
"3824",2004-09-01,"<1","Toronto Blue Jays"
"3825",2004-10-01,"<1","Toronto Blue Jays"
"3826",2004-11-01,"<1","Toronto Blue Jays"
"3827",2004-12-01,"<1","Toronto Blue Jays"
"3828",2005-01-01,"<1","Toronto Blue Jays"
"3829",2005-02-01,"<1","Toronto Blue Jays"
"3830",2005-03-01,"<1","Toronto Blue Jays"
"3831",2005-04-01,"1","Toronto Blue Jays"
"3832",2005-05-01,"<1","Toronto Blue Jays"
"3833",2005-06-01,"1","Toronto Blue Jays"
"3834",2005-07-01,"1","Toronto Blue Jays"
"3835",2005-08-01,"1","Toronto Blue Jays"
"3836",2005-09-01,"<1","Toronto Blue Jays"
"3837",2005-10-01,"<1","Toronto Blue Jays"
"3838",2005-11-01,"<1","Toronto Blue Jays"
"3839",2005-12-01,"<1","Toronto Blue Jays"
"3840",2006-01-01,"<1","Toronto Blue Jays"
"3841",2006-02-01,"<1","Toronto Blue Jays"
"3842",2006-03-01,"<1","Toronto Blue Jays"
"3843",2006-04-01,"1","Toronto Blue Jays"
"3844",2006-05-01,"1","Toronto Blue Jays"
"3845",2006-06-01,"1","Toronto Blue Jays"
"3846",2006-07-01,"1","Toronto Blue Jays"
"3847",2006-08-01,"1","Toronto Blue Jays"
"3848",2006-09-01,"<1","Toronto Blue Jays"
"3849",2006-10-01,"<1","Toronto Blue Jays"
"3850",2006-11-01,"<1","Toronto Blue Jays"
"3851",2006-12-01,"<1","Toronto Blue Jays"
"3852",2007-01-01,"<1","Toronto Blue Jays"
"3853",2007-02-01,"<1","Toronto Blue Jays"
"3854",2007-03-01,"<1","Toronto Blue Jays"
"3855",2007-04-01,"1","Toronto Blue Jays"
"3856",2007-05-01,"1","Toronto Blue Jays"
"3857",2007-06-01,"1","Toronto Blue Jays"
"3858",2007-07-01,"<1","Toronto Blue Jays"
"3859",2007-08-01,"<1","Toronto Blue Jays"
"3860",2007-09-01,"<1","Toronto Blue Jays"
"3861",2007-10-01,"<1","Toronto Blue Jays"
"3862",2007-11-01,"<1","Toronto Blue Jays"
"3863",2007-12-01,"<1","Toronto Blue Jays"
"3864",2008-01-01,"<1","Toronto Blue Jays"
"3865",2008-02-01,"<1","Toronto Blue Jays"
"3866",2008-03-01,"<1","Toronto Blue Jays"
"3867",2008-04-01,"1","Toronto Blue Jays"
"3868",2008-05-01,"<1","Toronto Blue Jays"
"3869",2008-06-01,"<1","Toronto Blue Jays"
"3870",2008-07-01,"<1","Toronto Blue Jays"
"3871",2008-08-01,"<1","Toronto Blue Jays"
"3872",2008-09-01,"<1","Toronto Blue Jays"
"3873",2008-10-01,"<1","Toronto Blue Jays"
"3874",2008-11-01,"<1","Toronto Blue Jays"
"3875",2008-12-01,"<1","Toronto Blue Jays"
"3876",2009-01-01,"<1","Toronto Blue Jays"
"3877",2009-02-01,"<1","Toronto Blue Jays"
"3878",2009-03-01,"<1","Toronto Blue Jays"
"3879",2009-04-01,"1","Toronto Blue Jays"
"3880",2009-05-01,"1","Toronto Blue Jays"
"3881",2009-06-01,"1","Toronto Blue Jays"
"3882",2009-07-01,"1","Toronto Blue Jays"
"3883",2009-08-01,"1","Toronto Blue Jays"
"3884",2009-09-01,"<1","Toronto Blue Jays"
"3885",2009-10-01,"<1","Toronto Blue Jays"
"3886",2009-11-01,"<1","Toronto Blue Jays"
"3887",2009-12-01,"<1","Toronto Blue Jays"
"3888",2010-01-01,"<1","Toronto Blue Jays"
"3889",2010-02-01,"<1","Toronto Blue Jays"
"3890",2010-03-01,"<1","Toronto Blue Jays"
"3891",2010-04-01,"1","Toronto Blue Jays"
"3892",2010-05-01,"1","Toronto Blue Jays"
"3893",2010-06-01,"1","Toronto Blue Jays"
"3894",2010-07-01,"1","Toronto Blue Jays"
"3895",2010-08-01,"1","Toronto Blue Jays"
"3896",2010-09-01,"<1","Toronto Blue Jays"
"3897",2010-10-01,"<1","Toronto Blue Jays"
"3898",2010-11-01,"<1","Toronto Blue Jays"
"3899",2010-12-01,"<1","Toronto Blue Jays"
"3900",2011-01-01,"<1","Toronto Blue Jays"
"3901",2011-02-01,"<1","Toronto Blue Jays"
"3902",2011-03-01,"<1","Toronto Blue Jays"
"3903",2011-04-01,"1","Toronto Blue Jays"
"3904",2011-05-01,"1","Toronto Blue Jays"
"3905",2011-06-01,"1","Toronto Blue Jays"
"3906",2011-07-01,"1","Toronto Blue Jays"
"3907",2011-08-01,"<1","Toronto Blue Jays"
"3908",2011-09-01,"<1","Toronto Blue Jays"
"3909",2011-10-01,"<1","Toronto Blue Jays"
"3910",2011-11-01,"<1","Toronto Blue Jays"
"3911",2011-12-01,"<1","Toronto Blue Jays"
"3912",2012-01-01,"<1","Toronto Blue Jays"
"3913",2012-02-01,"<1","Toronto Blue Jays"
"3914",2012-03-01,"<1","Toronto Blue Jays"
"3915",2012-04-01,"1","Toronto Blue Jays"
"3916",2012-05-01,"1","Toronto Blue Jays"
"3917",2012-06-01,"1","Toronto Blue Jays"
"3918",2012-07-01,"1","Toronto Blue Jays"
"3919",2012-08-01,"<1","Toronto Blue Jays"
"3920",2012-09-01,"<1","Toronto Blue Jays"
"3921",2012-10-01,"<1","Toronto Blue Jays"
"3922",2012-11-01,"<1","Toronto Blue Jays"
"3923",2012-12-01,"<1","Toronto Blue Jays"
"3924",2013-01-01,"<1","Toronto Blue Jays"
"3925",2013-02-01,"<1","Toronto Blue Jays"
"3926",2013-03-01,"1","Toronto Blue Jays"
"3927",2013-04-01,"1","Toronto Blue Jays"
"3928",2013-05-01,"1","Toronto Blue Jays"
"3929",2013-06-01,"1","Toronto Blue Jays"
"3930",2013-07-01,"1","Toronto Blue Jays"
"3931",2013-08-01,"<1","Toronto Blue Jays"
"3932",2013-09-01,"<1","Toronto Blue Jays"
"3933",2013-10-01,"<1","Toronto Blue Jays"
"3934",2013-11-01,"<1","Toronto Blue Jays"
"3935",2013-12-01,"<1","Toronto Blue Jays"
"3936",2014-01-01,"<1","Toronto Blue Jays"
"3937",2014-02-01,"<1","Toronto Blue Jays"
"3938",2014-03-01,"<1","Toronto Blue Jays"
"3939",2014-04-01,"1","Toronto Blue Jays"
"3940",2014-05-01,"1","Toronto Blue Jays"
"3941",2014-06-01,"1","Toronto Blue Jays"
"3942",2014-07-01,"1","Toronto Blue Jays"
"3943",2014-08-01,"1","Toronto Blue Jays"
"3944",2014-09-01,"<1","Toronto Blue Jays"
"3945",2014-10-01,"<1","Toronto Blue Jays"
"3946",2014-11-01,"<1","Toronto Blue Jays"
"3947",2014-12-01,"<1","Toronto Blue Jays"
"3948",2015-01-01,"<1","Toronto Blue Jays"
"3949",2015-02-01,"<1","Toronto Blue Jays"
"3950",2015-03-01,"<1","Toronto Blue Jays"
